name,id
Satan's Hallow,3540396105
Satan's Host,1460
Satanic Warmaster,989
Saturnus,3540
Satyricon,341
Savage Circus,44952
Savage Master,3540388351
Savage Messiah,108948
Savatage,193
Saxon,626
Scanner,267
Scar Symmetry,32861
Scarve,5163
Sceptic,3329
Schizo,7472
Scorpions,15424
Sculptured,8394
Seance,2519
Sear Bliss,3137
Secret Sphere,1069
Secrets of the Moon,6447
Senmuth,90703
Sentenced,162
Septicflesh,892
Sepultura,78
Serenity,24516
Setherial,1098
Seven Kingdoms,108082
Seven Witches,476
Severe Torture,240
Sex Machineguns,7310
Shade Empire,3230
Shadow Gallery,1411
Shadow of Intent,3540383526
Shadows Fall,703
Shaman,1720
Shape of Despair,1194
Shining,2256
Shores of Sheol,36054
Siculicidium,20775
Siebenbürgen,1407
Sieges Even,1443
Sieghetnar,82386
Sigh,51
Signum Regis,3540258648
Silencer,8476
Silent Force,748
Silent Stream of Godless Elegy,1298
Sinbreed,3540278358
Sinergy,479
Sinister,998
Sinner,909
Sirenia,1393
Six Feet Under,1067
Skagos,3540257233
Skelator,5092
Skeletal Remains,3540331659
Skeletonwitch,16879
Skepticism,5222
Skid Row,1657
Skinflint,3540321606
Skinlab,106768
Skinless,820
Skjaersild,3540326685
Skull Fist,79718
Skyclad,58
Skyfire,614
Skyforger,2776
Skylark,1618
Skyliner,4156
Skálmöld,3540318962
Skáphe,3540382146
Slaughter,376
Slayer,72
Slechtvalk,5957
Sleep,2891
Sleep Terror,5753
Slomatics,117515
Sloth,16591
Slugathor,4313
Sodom,419
Soilent Green,76
Soilwork,26
Solefald,50
Soliloquium,3540350235
Solitude Aeturnus,256
Solstice,718
Solution .45,3540303901
Sombre Chemin,7672
Sombres Forêts,71518
Sonata Arctica,192
Sonic Syndicate,47836
Sorcerer,5906
Sorcier des Glaces,3976
Soulfly,3540344931
Soundgarden,5649
Spaceslug,3540407404
Spastic Ink,2018
Spawn of Possession,204
Spearhead,19724
Spectral Lore,68704
Spectral Voice,3540377591
Spektr,18228
Spiral Architect,1243
Spiritual Beggars,13
Stam1na,33052
Starkill,3540362870
Steel Attack,488
Steel Prophet,317
Steelwing,3540306077
Stillborn,14100
Stormlord,129
Stormwarrior,742
Stormwitch,1113
Strapping Young Lad,46
Stratovarius,216
Stream of Passion,45291
Striborg,16746
Strid,7507
Striker,3540276670
Stryper,81757
Subterranean Masquerade,16569
Suffocation,119
Suicidal Angels,27911
Suicidal Tendencies,959
Suidakra,487
Sulphur Aeon,3540326674
Summoning,29
Sun Devoured Earth,3540325436
Sunn O))),612
Superjoint Ritual,507
Susperia,790
Svartidauði,3540303310
Svartsot,56851
Svartsyn,3247
Swallow the Sun,12613
Swashbuckle,45228
Sybreed,25125
Sylosis,79468
Symfonia,3540325133
Symphony X,172
Symphorce,2016
Sólstafir,3213
The Sins of Thy Beloved,375
The Stone,9864
The Storyteller,1187
The Sword,57071
TNT,3118
TOC,1409
Taake,370
Taarma,58400
Tad Morose,812
Tank,1038
Tankard,535
Tankist,3540388943
Tarja,110710
Tarot,4339
Teitanblood,20242
Temple of Baal,4931
Tengger Cavalry,3540302366
Terror 2000,1281
Terrorizer,1022
Testament,70
Thanatos,293
Thantifaxath,3540326043
Thaurorod,54613
The Third and the Mortal,1242
Theatre of Tragedy,164
Theatres des Vampires,5044
Theocracy,14509
Theory in Practice,178
Thergothon,876
Therion,94
Thin Lizzy,1499
Thor,259
Thorns,1131
Thou,104484
Thou Art Lord,1109
Thrash or Die,3540316106
Threat Signal,42836
Threshold,1114
Throne of Katarsis,29291
Throneum,6181
Thulcandra,126757
Thunderbolt,2220
Thunderstone,2282
Thy Art Is Murder,3540316559
Thy Catafalque,31620
Thy Light,36147
Thyrfing,337
Tiamat,859
Tierra Santa,766
Timo Tolkki's Avalon,3540364667
Tjolgtjar,23218
To-Mera,46379
Tokyo Blade,1444
Tomb Mold,3540409693
Tomhet,88705
Tony MacAlpine,3540333427
Torche,41415
Tormentor,2268
Torture Killer,10017
Torture Squad,7346
Tourniquet,958
Toxic Holocaust,3578
Toxik,1293
Tragedy,3540443150
Trancelike Void,124691
Trans-Siberian Orchestra,1447
Trap Them,3540267275
Tribulation,39589
Trick or Treat,44015
Trigger the Bloodshed,120678
Triptykon,3540303132
Trist,19620
Tristania,101
Trivium,6795
Troll,1390
Trouble,393
Tsjuder,1379
Turbo,3536
Turisas,1650
Tvangeste,3242
Twilight,44905
Twilight Force,3540382043
Twilightning,10073
Twisted Sister,4975
Twisted Tower Dire,495
Tygers of Pan Tang,801
Type O Negative,802
Tyranny,14817
Tyrant,494
Tyrant of Death,3540359563
Týr,14435
The Unguided,3540325571
U.D.O.,342
Uada,3540409911
Ufomammut,27168
Ulcerate,4861
Ulver,1208
UnSun,3540263663
Unanimated,3034
Unaussprechlichen Kulten,6491
Uncanny,9667
Uncle Acid and the Deadbeats,3540329522
Undergang,3540287330
Underoath,98854
Unearth,5269
Unexpect,302
Ungod,4829
Unholy,3533
Unisonic,3540340579
Unleash the Archers,3540277256
Unleashed,359
Urfaust,19596
Urgehal,4312
Usurper,499
The Vision Bleak,15041
Vader,145
Valkyrja,33164
Vallenfyre,3540332709
Van Canto,87185
Vanden Plas,1400
Varathron,1295
Vardan,18606
Vargsang,11729
Vastum,3540322864
Vectom,1615
Ved Buens Ende,888
Vehemence,2048
Veil of Maya,45084
Vektor,87803
Veldes,3540359514
Velvet Cacoon,15954
Vendetta,737
Venom,128
Versailles,97986
Vesania,7383
Vicious Rumors,678
Victorius,3540273882
Vietah,125135
Viikate,15287
Viking,1196
Vile,1001
Vinterland,1403
Vinterriket,11800
Vintersorg,227
Vio-lence,373
Violator,5123
Viper,1695
Viral Load,2665
Virgin Black,93
Virgin Steele,105
Virus,12540
Visigoth,3540317566
Vision Divine,1394
Visions of Atlantis,8937
Vital Remains,720
Vlad Tepes,975
Voivod,115
Volahn,3540265210
Volbeat,33323
Volcano,2879
Vomitory,319
Von,2302
Vrag,5155
Vreid,27072
Vulcano,1769
Vulvectomy,97648
The Wounded Kings,3540258999
W. Angel's Conquest,2962
W.A.I.L.,3540275954
W.A.S.P.,544
Waking the Cadaver,64723
Waldgeflüster,69144
Waltari,4138
Warbringer,53989
Wardruna,3540272417
Warfare,6372
Wargasm,757
Warlock,686
Warlord,264
Warning,10936
Warrel Dane,125841
Watain,5173
Watchtower,694
Waylander,87
Weakling,5302
Weapon,39684
Weedeater,14104
Wervolf,94818
While Heaven Wept,2228
Whiplash,310
Whipstriker,3540311625
Whispered,74805
White Skull,902
White Wizzard,3540272492
White Zombie,850
Whitechapel,100482
Whourkr,103666
Windhand,3540313433
Windir,360
Winds,1248
Winds of Plague,42210
Winterfylleth,107837
Wintersun,22813
Wisdom,20997
Witch Mountain,10934
Witchburner,244
Witchcraft,18938
Witchery,218
Witchfinder General,299
Witchfynde,1473
Witchtrap,10821
Within Temptation,1006
Within the Ruins,107168
Wizard,156
Wodensthrone,83954
Woe,101859
Wolf,759
Wolfchant,48056
Wolfnacht,7540
Wolves in the Throne Room,35741
Woods of Desolation,83077
Woods of Infinity,6667
Woods of Ypres,1555
Woodtemple,4989
Wormed,3985
Wormlust,3540295908
Wormphlegm,14424
Wormrot,3540285169
Worship,4244
Wrath,1123
Written in Torment,79926
Wuthering Heights,2230
Wyrd,3563
X Japan,2150
Xandria,3718
Xasthur,4936
Xentrix,746
Xerath,3540282310
Xysma,2622
Yattering,819
Year of No Light,31475
Yellow Eyes,3540340620
Yellow Machinegun,20192
Yggdrasil,7716
Yngwie J. Malmsteen,84
Yob,10929
Young and in the Way,3540328180
Yyrkoon,5283
Zarach 'Baal' Tharagh,13677
Zealotry,3540289565
Zebulon Kosted,3540307819
Zemial,934
Znöwhite,228
Zyklon,66
Zyklon-B,1421
